file,protocol,load_nominal_Nm,rpm_nominal,win_kind,win_start_s,rpm,rpm_level,f1_Hz,fr_Hz,slip_pct,R1x,R2x,axial_1x,axial_ratio,dom_radial,onex_snr_dB,cur_sb_1x_snr,unbalance_pct,f1_on_res,fr_on_res,on_resonance,sep_Hz,sep_bins,f1_in_1x,f1_near_1x,f1_in_2x,slip_suspect,low_speed_em,vib_f1_line,em_over_1x,fr_on_axial_res,r1x_over_health,vib_1x_c2,vib_2x_c2,vib_3x_c2,vib_1x_c3,vib_2x_c3,vib_3x_c3,vib_1x_c4,vib_2x_c4,vib_3x_c4
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,21.0,1974.7,2000,33.386,32.911,1.423,0.001057,0.000387,0.000502,0.475,c3,49.4,33.8,0.74,False,False,False,0.475,3.8,False,True,False,False,False,0.000512,0.48,False,1.26,0.000391,0.000351,1.6e-05,0.000982,0.000164,9e-06,0.000502,6.7e-05,1.1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,23.0,1974.8,2000,33.386,32.914,1.414,0.001065,0.00038,0.000497,0.467,c3,48.8,32.0,0.75,False,False,False,0.472,3.8,False,True,False,False,False,0.000606,0.57,False,1.27,0.000383,0.000344,2e-05,0.000994,0.000161,1.1e-05,0.000497,6e-05,9e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,25.0,1974.9,2000,33.385,32.915,1.408,0.001065,0.00039,0.000495,0.465,c3,49.7,35.7,0.74,False,False,False,0.47,3.8,False,True,False,False,False,0.000624,0.59,False,1.27,0.000385,0.000354,1.4e-05,0.000993,0.000163,1e-05,0.000495,7.3e-05,1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,27.0,1981.9,2000,33.385,33.032,1.057,0.001052,0.00038,0.000498,0.473,c3,50.5,34.3,0.74,False,False,False,0.353,2.8,True,False,False,False,False,0.000559,0.53,False,,0.00038,0.000343,1.4e-05,0.000981,0.000166,6e-06,0.000498,6.1e-05,4e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,29.0,1982.4,2000,33.384,33.04,1.031,0.001041,0.000397,0.000503,0.483,c3,50.2,33.3,0.74,False,False,False,0.344,2.8,True,False,False,False,False,0.000527,0.51,False,,0.000389,0.00036,1.6e-05,0.000966,0.000167,7e-06,0.000503,6.6e-05,1.4e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,31.0,1982.8,2000,33.384,33.047,1.009,0.001036,0.000367,0.000506,0.489,c3,49.8,38.1,0.73,False,False,False,0.337,2.7,True,False,False,False,False,0.000665,0.64,False,,0.000401,0.000334,2.5e-05,0.000955,0.000152,7e-06,0.000506,6e-05,2.5e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,33.0,1983.0,2000,33.384,33.049,1.004,0.001119,0.000363,0.000525,0.469,c3,47.7,34.3,0.73,False,False,False,0.335,2.7,True,False,False,False,False,0.000952,0.85,False,,0.000411,0.000329,1.9e-05,0.00104,0.000153,9e-06,0.000525,5.4e-05,1.4e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,35.0,1983.1,2000,33.385,33.052,0.997,0.001038,0.000364,0.000503,0.484,c3,49.4,31.2,0.73,False,False,False,0.333,2.7,True,False,False,False,False,0.000796,0.77,False,,0.000416,0.00033,2.6e-05,0.000951,0.000153,7e-06,0.000503,5.5e-05,1.1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,37.0,1983.2,2000,33.386,33.054,0.995,0.001029,0.000358,0.00051,0.496,c3,48.7,37.5,0.73,False,False,False,0.332,2.7,True,False,False,False,False,0.000811,0.79,False,,0.000399,0.000322,2.2e-05,0.000949,0.000156,1.1e-05,0.00051,6.2e-05,1.2e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,39.0,1983.4,2000,33.386,33.057,0.986,0.001103,0.000365,0.000516,0.468,c3,48.6,38.0,0.73,False,False,False,0.329,2.6,True,False,False,False,False,0.000948,0.86,False,,0.000413,0.000328,2.6e-05,0.001022,0.00016,9e-06,0.000516,6.6e-05,1.8e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,41.0,1983.4,2000,33.386,33.057,0.983,0.001035,0.000357,0.000502,0.485,c3,49.2,34.1,0.74,False,False,False,0.328,2.6,True,False,False,False,False,0.00073,0.7,False,,0.000428,0.00032,1.3e-05,0.000942,0.000157,7e-06,0.000502,5.7e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,43.0,1983.6,2000,33.386,33.059,0.979,0.001072,0.000356,0.000504,0.47,c3,47.9,30.4,0.74,False,False,False,0.327,2.6,True,False,False,False,False,0.000895,0.83,False,,0.000414,0.000319,1.4e-05,0.000989,0.000158,1.6e-05,0.000504,5.7e-05,9e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,45.0,1983.6,2000,33.386,33.06,0.976,0.001072,0.000358,0.00051,0.476,c3,47.2,37.0,0.74,False,False,False,0.326,2.6,True,False,False,False,False,0.0009,0.84,False,,0.000412,0.000322,2.7e-05,0.00099,0.000157,3e-06,0.00051,6.2e-05,9e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,47.0,1983.7,2000,33.386,33.062,0.971,0.00103,0.000359,0.000495,0.481,c3,47.7,39.9,0.74,False,False,False,0.324,2.6,True,False,False,False,False,0.000733,0.71,False,,0.000423,0.000323,1.6e-05,0.000939,0.000155,4e-06,0.000495,6.7e-05,1.8e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,49.0,1983.7,2000,33.386,33.062,0.97,0.001103,0.000357,0.000519,0.471,c3,47.4,38.6,0.74,False,False,False,0.324,2.6,True,False,False,False,False,0.000953,0.86,False,,0.000407,0.000321,2.2e-05,0.001025,0.000157,1e-05,0.000519,6.9e-05,1.5e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,51.0,1983.9,2000,33.386,33.065,0.962,0.001033,0.000357,0.000504,0.488,c3,47.8,34.6,0.74,False,False,False,0.321,2.6,True,False,False,False,False,0.000831,0.8,False,,0.000408,0.000318,2.7e-05,0.000949,0.000162,6e-06,0.000504,6.2e-05,1.2e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,53.0,1983.9,2000,33.387,33.065,0.963,0.001027,0.000362,0.000516,0.502,c3,48.7,28.7,0.74,False,False,False,0.322,2.6,True,False,False,False,False,0.000755,0.74,False,,0.000416,0.000328,1.7e-05,0.000939,0.000154,1e-05,0.000516,5.1e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,55.0,1983.9,2000,33.388,33.065,0.966,0.001103,0.000378,0.000508,0.461,c3,49.5,33.1,0.73,False,False,False,0.323,2.6,True,False,False,False,False,0.000838,0.76,False,,0.000402,0.000339,1.3e-05,0.001028,0.000166,6e-06,0.000508,5.9e-05,2.3e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,57.0,1976.8,2000,33.387,32.947,1.321,0.001054,0.000384,0.000511,0.484,c3,50.2,37.4,0.73,False,False,False,0.441,3.5,False,True,False,False,False,0.000622,0.59,False,1.26,0.000388,0.000344,1.6e-05,0.00098,0.000171,7e-06,0.000511,6.6e-05,1.5e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,59.0,1976.7,2000,33.386,32.946,1.319,0.001047,0.000393,0.000496,0.474,c3,49.0,39.6,0.73,False,False,False,0.44,3.5,False,True,False,False,False,0.000442,0.42,False,1.25,0.000386,0.000356,2.2e-05,0.000973,0.000166,9e-06,0.000496,7e-05,2e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,61.0,1976.7,2000,33.386,32.946,1.317,0.001044,0.000389,0.000501,0.48,c3,49.6,36.1,0.74,False,False,False,0.44,3.5,False,True,False,False,False,0.000395,0.38,False,1.25,0.000387,0.00035,1.5e-05,0.000969,0.000168,4e-06,0.000501,6.7e-05,1.8e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,63.0,1976.9,2000,33.386,32.948,1.312,0.001044,0.000388,0.000506,0.484,c3,48.7,29.3,0.75,False,False,False,0.438,3.5,False,True,False,False,False,0.000475,0.46,False,1.25,0.000376,0.000353,1.7e-05,0.000973,0.000161,1.4e-05,0.000506,6.1e-05,1.1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,65.0,1976.9,2000,33.386,32.949,1.309,0.001055,0.000386,0.000501,0.475,c3,49.3,31.3,0.75,False,False,False,0.437,3.5,False,True,False,False,False,0.000587,0.56,False,1.26,0.00038,0.000348,2.8e-05,0.000984,0.000168,9e-06,0.000501,5.6e-05,1.2e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,67.0,1977.1,2000,33.386,32.951,1.302,0.001063,0.000376,0.000504,0.474,c3,49.7,37.5,0.75,False,False,False,0.435,3.5,False,True,False,False,False,0.00063,0.59,False,1.27,0.000381,0.000339,9e-06,0.000993,0.000162,1.4e-05,0.000504,6.5e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,69.0,1977.1,2000,33.386,32.952,1.299,0.001051,0.000384,0.000499,0.475,c3,48.1,39.1,0.74,False,False,False,0.434,3.5,False,True,False,False,False,0.000573,0.55,False,1.25,0.00038,0.000348,2.6e-05,0.00098,0.000161,6e-06,0.000499,6.1e-05,1.7e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,71.0,1977.2,2000,33.386,32.953,1.296,0.001044,0.000388,0.000496,0.475,c3,49.3,36.1,0.74,False,False,False,0.433,3.5,False,True,False,False,False,0.000473,0.45,False,1.25,0.000387,0.000349,1.7e-05,0.00097,0.000169,1.2e-05,0.000496,6.4e-05,1.9e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,73.0,1977.3,2000,33.386,32.954,1.293,0.001046,0.000395,0.000503,0.481,c3,49.8,28.9,0.75,False,False,False,0.432,3.5,False,True,False,False,False,0.000385,0.37,False,1.25,0.000389,0.000356,2.3e-05,0.000971,0.000172,5e-06,0.000503,6.4e-05,2e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,75.0,1977.3,2000,33.386,32.955,1.292,0.001043,0.000384,0.000502,0.482,c3,49.8,28.7,0.75,False,False,False,0.431,3.5,False,True,False,False,False,0.000448,0.43,False,1.25,0.000382,0.000347,2.5e-05,0.00097,0.000163,6e-06,0.000502,6.6e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,77.0,1977.5,2000,33.384,32.958,1.275,0.001065,0.000396,0.000512,0.48,c3,48.6,37.4,0.74,False,False,False,0.426,3.4,False,True,False,False,False,0.000589,0.55,False,1.27,0.000392,0.000359,2.3e-05,0.00099,0.000169,7e-06,0.000512,6.1e-05,1.4e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,79.0,1985.1,2000,33.377,33.085,0.874,0.001147,0.000382,0.000536,0.467,c3,47.8,38.9,0.75,False,False,False,0.292,2.3,True,False,False,False,False,0.000917,0.8,False,,0.000421,0.000343,1.7e-05,0.001067,0.000167,5e-06,0.000536,5.4e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,1.0,3003.6,3000,50.128,50.06,0.135,0.011588,0.002031,0.001044,0.09,c3,69.2,33.3,0.88,True,True,True,0.067,0.5,True,False,True,False,False,0.011151,0.96,False,,0.003155,0.001689,7.9e-05,0.011151,0.001127,0.000108,0.001044,0.000508,3.2e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,3.0,3003.5,3000,50.132,50.058,0.148,0.011884,0.001923,0.001058,0.089,c3,68.9,34.7,0.83,True,True,True,0.074,0.6,True,False,True,False,False,0.011458,0.96,False,,0.003154,0.001657,9.8e-05,0.011458,0.000976,9.9e-05,0.001058,0.000395,5e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,5.0,3003.1,3000,50.137,50.051,0.17,0.012604,0.002013,0.001091,0.087,c3,68.5,37.8,0.81,True,True,True,0.085,0.7,True,False,True,False,False,0.011558,0.92,False,,0.003243,0.001697,4.7e-05,0.012179,0.001082,8.5e-05,0.001091,0.000454,3.6e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,7.0,2986.3,3000,50.135,49.771,0.727,0.013972,0.000276,0.001053,0.075,c3,69.3,38.6,0.74,True,True,True,0.364,2.9,True,False,False,False,False,0.006754,0.48,False,,0.00316,6e-05,0.000106,0.01361,0.00027,6.2e-05,0.001053,0.000104,2.6e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,9.0,2969.6,3000,50.128,49.493,1.266,0.01419,0.000331,0.001014,0.071,c3,71.0,37.9,0.77,True,True,True,0.635,5.1,False,True,False,False,False,0.001252,0.09,False,2.81,0.003075,5.4e-05,0.000134,0.013853,0.000326,0.00011,0.001014,0.000109,3.8e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,11.0,2969.5,3000,50.125,49.492,1.263,0.01362,0.000339,0.00099,0.073,c3,70.4,38.8,0.77,True,True,True,0.633,5.1,False,True,False,False,False,0.000982,0.07,False,2.7,0.002977,8e-05,0.000122,0.013291,0.000329,9e-05,0.00099,9.4e-05,2.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,13.0,2969.6,3000,50.125,49.493,1.262,0.013541,0.000365,0.000987,0.073,c3,71.0,39.1,0.75,True,True,True,0.632,5.1,False,True,False,False,False,0.000695,0.05,False,2.68,0.002975,0.000115,0.000131,0.01321,0.000347,8.9e-05,0.000987,8.7e-05,3.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,15.0,2969.9,3000,50.125,49.498,1.252,0.013503,0.000362,0.000987,0.073,c3,70.2,38.6,0.74,True,True,True,0.627,5.0,False,True,False,False,False,0.000528,0.04,False,2.68,0.00298,0.000121,0.000145,0.01317,0.000342,9e-05,0.000987,8.7e-05,3.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,17.0,2970.0,3000,50.125,49.501,1.246,0.01349,0.000379,0.000987,0.073,c3,70.5,38.3,0.69,True,True,True,0.624,5.0,False,True,False,False,False,0.000641,0.05,False,2.67,0.002984,0.000131,0.00013,0.013156,0.000356,8.3e-05,0.000987,9e-05,3.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,19.0,2970.2,3000,50.125,49.503,1.241,0.013472,0.000376,0.000988,0.073,c3,70.2,38.5,0.83,True,True,True,0.622,5.0,False,True,False,False,False,0.00086,0.06,False,2.67,0.002977,0.000142,0.000126,0.013139,0.000348,8.6e-05,0.000988,8.1e-05,3.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,21.0,2970.4,3000,50.126,49.506,1.237,0.013434,0.000382,0.000996,0.074,c3,70.2,39.9,0.72,True,True,True,0.62,5.0,False,True,False,False,False,0.001053,0.08,False,2.66,0.002974,0.000135,0.000126,0.0131,0.000358,9e-05,0.000996,8.9e-05,4e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,23.0,2970.5,3000,50.125,49.509,1.23,0.013402,0.00039,0.001,0.075,c3,69.6,39.2,0.75,True,True,True,0.616,4.9,False,True,False,False,False,0.00112,0.08,False,2.66,0.002977,0.000145,0.000121,0.013068,0.000362,8e-05,0.001,8.1e-05,3.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,25.0,2970.7,3000,50.126,49.511,1.225,0.013409,0.000397,0.000994,0.074,c3,71.0,39.6,0.86,True,True,True,0.614,4.9,False,True,False,False,False,0.00099,0.07,False,2.66,0.002985,0.00016,0.000128,0.013072,0.000364,8.7e-05,0.000994,8.7e-05,4.2e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,27.0,2970.8,3000,50.125,49.514,1.219,0.013474,0.000401,0.001005,0.075,c3,70.4,39.1,0.62,True,True,True,0.611,4.9,False,True,False,False,False,0.000732,0.05,False,2.67,0.003002,0.000165,0.000133,0.013135,0.000365,9e-05,0.001005,8.6e-05,4.4e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,29.0,2971.2,3000,50.123,49.52,1.203,0.013422,0.000417,0.001008,0.075,c3,71.5,39.1,0.8,True,True,True,0.603,4.8,False,True,False,False,False,0.000965,0.07,False,2.66,0.003004,0.000175,0.000117,0.013081,0.000379,8.6e-05,0.001008,8.3e-05,4.1e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,31.0,2971.8,3000,50.123,49.53,1.183,0.013256,0.00034,0.001018,0.077,c3,71.4,39.1,0.85,True,True,True,0.593,4.7,False,True,False,False,False,0.002655,0.2,False,2.63,0.003035,0.000149,0.000101,0.012904,0.000306,7.8e-05,0.001018,6.5e-05,3.4e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,33.0,2988.6,3000,50.124,49.81,0.626,0.01296,0.000351,0.001031,0.08,c3,68.7,39.0,0.64,True,True,True,0.314,2.5,True,False,False,False,False,0.004727,0.36,False,,0.003053,0.000148,0.000102,0.012595,0.000319,8.1e-05,0.001031,6.9e-05,3.8e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,35.0,2988.8,3000,50.125,49.813,0.622,0.012817,0.000347,0.001018,0.079,c3,70.5,39.0,0.85,True,True,True,0.312,2.5,True,False,False,False,False,0.005472,0.43,False,,0.003009,0.000144,7e-05,0.012458,0.000316,9e-05,0.001018,7.4e-05,1.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,37.0,2988.9,3000,50.126,49.815,0.619,0.012847,0.000354,0.001011,0.079,c3,70.9,38.6,0.77,True,True,True,0.31,2.5,True,False,False,False,False,0.005712,0.44,False,,0.003006,0.000151,7.3e-05,0.01249,0.00032,5.4e-05,0.001011,7.1e-05,2.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,39.0,2989.0,3000,50.125,49.817,0.614,0.012846,0.000359,0.001023,0.08,c3,71.1,39.1,0.67,True,True,True,0.308,2.5,True,False,False,False,False,0.0058,0.45,False,,0.003016,0.000158,7.5e-05,0.012487,0.000322,6.2e-05,0.001023,7.1e-05,1.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,41.0,2989.2,3000,50.125,49.82,0.608,0.012803,0.000342,0.001022,0.08,c3,70.8,39.1,0.89,True,True,True,0.305,2.4,True,False,False,False,False,0.005614,0.44,False,,0.003007,0.000149,6.2e-05,0.012445,0.000308,6e-05,0.001022,8.1e-05,2.4e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,43.0,2989.3,3000,50.126,49.822,0.606,0.012762,0.000361,0.001014,0.079,c3,71.1,39.3,0.71,True,True,True,0.304,2.4,True,False,False,False,False,0.005304,0.42,False,,0.003017,0.000154,6.9e-05,0.0124,0.000326,2.8e-05,0.001014,7.6e-05,3.1e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,45.0,2989.4,3000,50.125,49.824,0.601,0.012725,0.000361,0.001024,0.08,c3,71.4,39.3,0.75,True,True,True,0.301,2.4,True,False,False,False,False,0.005202,0.41,False,,0.003016,0.000156,7e-05,0.012362,0.000326,4.7e-05,0.001024,7.3e-05,2.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,47.0,2989.6,3000,50.125,49.826,0.597,0.012727,0.00035,0.00102,0.08,c3,69.7,38.8,0.86,True,True,True,0.299,2.4,True,False,False,False,False,0.005254,0.41,False,,0.003017,0.000158,7.4e-05,0.012364,0.000312,4.7e-05,0.00102,7.1e-05,1.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,49.0,2989.7,3000,50.126,49.828,0.594,0.01279,0.000368,0.001021,0.08,c3,70.6,39.3,0.63,True,True,True,0.298,2.4,True,False,False,False,False,0.005531,0.43,False,,0.003006,0.000158,6.3e-05,0.012432,0.000332,7.7e-05,0.001021,7.3e-05,2.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,51.0,2989.7,3000,50.125,49.828,0.592,0.012825,0.000358,0.001025,0.08,c3,69.6,39.6,0.81,True,True,True,0.297,2.4,True,False,False,False,False,0.005757,0.45,False,,0.00301,0.000154,6.4e-05,0.012467,0.000323,7.8e-05,0.001025,7.6e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,53.0,2973.6,3000,50.127,49.56,1.13,0.012625,0.000332,0.001007,0.08,c3,70.0,39.1,0.83,True,True,True,0.566,4.5,False,True,False,False,False,0.005525,0.44,False,2.5,0.002975,0.000136,4.6e-05,0.012269,0.000303,2.5e-05,0.001007,6.8e-05,1.8e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,55.0,2973.5,3000,50.128,49.559,1.135,0.01305,0.000377,0.001024,0.078,c3,70.5,39.5,0.66,True,True,True,0.569,4.6,False,True,False,False,False,0.003753,0.29,False,2.59,0.003031,0.000161,8e-05,0.012693,0.000341,6.3e-05,0.001024,7.2e-05,3.1e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,57.0,2973.5,3000,50.128,49.558,1.136,0.013246,0.000399,0.001015,0.077,c3,71.7,39.3,0.86,True,True,True,0.569,4.6,False,True,False,False,False,0.001914,0.14,False,2.62,0.003002,0.000174,0.000123,0.012901,0.000359,5.9e-05,0.001015,7.9e-05,2.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,59.0,2973.5,3000,50.127,49.558,1.134,0.01341,0.000403,0.001003,0.075,c3,70.3,40.1,0.76,True,True,True,0.568,4.5,False,True,False,False,False,0.001057,0.08,False,2.66,0.003021,0.000177,0.000113,0.013066,0.000362,5.9e-05,0.001003,8.2e-05,2.9e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,61.0,2973.5,3000,50.125,49.558,1.131,0.013248,0.000406,0.001003,0.076,c3,70.5,39.4,0.72,True,True,True,0.567,4.5,False,True,False,False,False,0.001084,0.08,False,2.63,0.002975,0.00018,0.000112,0.01291,0.000364,6.1e-05,0.001003,8.2e-05,4.2e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,63.0,2973.6,3000,50.126,49.56,1.128,0.013255,0.000407,0.001004,0.076,c3,70.4,40.0,0.85,True,True,True,0.565,4.5,False,True,False,False,False,0.000922,0.07,False,2.63,0.002984,0.00018,0.000106,0.012915,0.000365,7e-05,0.001004,8e-05,3.5e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,65.0,2973.7,3000,50.126,49.562,1.126,0.013231,0.000398,0.001005,0.076,c3,70.4,40.0,0.7,True,True,True,0.565,4.5,False,True,False,False,False,0.000664,0.05,False,2.62,0.002984,0.000178,0.000105,0.01289,0.000356,7.6e-05,0.001005,8.2e-05,4.3e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,67.0,2973.9,3000,50.126,49.565,1.12,0.013251,0.000408,0.001,0.075,c3,70.8,39.3,0.79,True,True,True,0.561,4.5,False,True,False,False,False,0.000501,0.04,False,2.63,0.002983,0.000188,0.000116,0.012911,0.000363,9.2e-05,0.001,8.2e-05,3.4e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,69.0,2973.9,3000,50.126,49.566,1.118,0.01325,0.000403,0.001003,0.076,c3,70.6,39.6,0.77,True,True,True,0.56,4.5,False,True,False,False,False,0.000627,0.05,False,2.63,0.002984,0.000181,0.000102,0.01291,0.00036,8.4e-05,0.001003,8.2e-05,3.1e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,71.0,2974.1,3000,50.126,49.568,1.113,0.013221,0.000398,0.001006,0.076,c3,70.6,39.5,0.72,True,True,True,0.558,4.5,False,True,False,False,False,0.000908,0.07,False,2.62,0.002969,0.000182,9.5e-05,0.012884,0.000354,9.4e-05,0.001006,7.5e-05,2.7e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,73.0,2974.3,3000,50.126,49.571,1.107,0.013184,0.0004,0.001014,0.077,c3,69.9,39.4,0.83,True,True,True,0.555,4.4,False,True,False,False,False,0.001083,0.08,False,2.61,0.00298,0.000184,9.9e-05,0.012843,0.000356,8.9e-05,0.001014,7.1e-05,3.1e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,75.0,2974.4,3000,50.126,49.574,1.102,0.01319,0.000394,0.001003,0.076,c3,69.7,39.4,0.71,True,True,True,0.552,4.4,False,True,False,False,False,0.001085,0.08,False,2.61,0.002981,0.000174,9.7e-05,0.012849,0.000354,0.000116,0.001003,8.4e-05,3.5e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,77.0,2974.6,3000,50.124,49.576,1.093,0.013517,0.000414,0.001038,0.077,c3,70.6,39.7,0.81,True,True,True,0.548,4.4,False,True,False,False,False,0.000795,0.06,False,2.68,0.003059,0.000196,9.9e-05,0.013166,0.000364,0.000127,0.001038,8.4e-05,2.8e-05
Rotor_unbalance_torque_circulation_20Nm_3000rpm_250706095156.csv,torque,20,3000,load_seg,79.0,2974.9,3000,50.118,49.582,1.068,0.01347,0.000384,0.00106,0.079,c3,70.3,39.4,0.8,True,True,True,0.535,4.3,False,True,False,False,False,0.004103,0.3,False,2.67,0.003135,0.000186,7.7e-05,0.0131,0.000335,8.4e-05,0.00106,5.9e-05,1.6e-05
