file,protocol,load_nominal_Nm,rpm_nominal,win_start_s,rpm,rpm_drift,f1_Hz,slip_pct,off_2s_Hz,df_Hz,resolvable,smear_Hz,lsb1_dB,usb1_dB,lsb1_snr,usb1_snr,headline_snr,naive_rise_dB,comb_coherence,unbalance_pct,ctrl_fr_snr,lsb2_snr,usb2_snr,lsb3_snr,usb3_snr
broken_bar_H_speed_circulation_40Nm_2000rpm_250706123644.csv,speed,40,2000,68.0,1938.2,0.0,33.381,3.226,2.154,0.125,True,0.001,-35.5,-34.5,35.4,37.2,37.2,9.4,1.0,0.27,32.5,31.0,29.5,18.9,20.9
broken_bar_H_speed_circulation_40Nm_2000rpm_250706123644.csv,speed,40,2000,70.0,1938.2,0.1,33.384,3.235,2.16,0.125,True,0.004,-35.7,-34.3,37.6,41.7,41.7,9.6,1.0,0.27,33.8,36.1,26.8,22.8,23.0
broken_bar_H_speed_circulation_40Nm_2000rpm_250706123644.csv,speed,40,2000,72.0,1938.2,0.1,33.382,3.232,2.158,0.125,True,0.004,-35.6,-34.3,36.8,39.2,39.2,9.6,1.0,0.28,34.6,35.1,33.0,26.3,23.6
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,8.0,2923.3,0.1,50.12,2.791,2.798,0.125,True,0.004,-28.2,-33.5,1.9,26.9,26.9,13.0,1.0,0.27,32.4,1.4,20.7,5.5,15.4
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,10.0,2923.3,0.1,50.123,2.796,2.803,0.125,True,0.004,-34.2,-33.4,33.2,40.9,40.9,7.8,1.0,0.3,32.9,17.8,25.6,0.7,15.1
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,12.0,2923.2,0.1,50.123,2.798,2.805,0.125,True,0.005,-34.3,-33.4,35.3,39.4,39.4,7.8,1.0,0.27,33.1,15.3,27.7,1.3,12.1
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,14.0,2923.1,0.4,50.124,2.803,2.809,0.125,True,0.015,-34.3,-33.4,39.6,39.2,39.6,7.8,1.0,0.29,34.2,13.3,21.9,-2.9,11.6
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,16.0,2922.9,0.6,50.123,2.811,2.818,0.125,True,0.02,-34.2,-33.4,37.7,42.8,42.8,7.8,1.0,0.28,34.7,16.0,25.4,-3.6,12.0
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,18.0,2922.6,0.6,50.124,2.819,2.826,0.125,True,0.018,-34.2,-33.4,37.9,42.4,42.4,7.7,1.0,0.27,34.3,15.0,24.8,-0.7,14.6
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,20.0,2922.6,0.2,50.124,2.821,2.828,0.125,True,0.007,-34.2,-33.4,35.4,37.1,37.1,7.8,1.0,0.28,33.4,9.7,21.7,-0.0,11.4
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,22.0,2922.5,0.4,50.124,2.823,2.83,0.125,True,0.013,-34.3,-33.3,35.3,38.0,38.0,7.9,1.0,0.26,33.0,13.0,22.6,3.7,12.7
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,34.0,2430.1,0.3,41.822,3.157,2.641,0.125,True,0.01,-34.0,-33.7,40.5,34.6,40.5,4.6,1.0,0.28,37.2,27.6,25.5,13.1,15.6
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,36.0,2430.0,0.3,41.822,3.161,2.644,0.125,True,0.01,-34.0,-33.8,38.5,36.8,38.5,4.6,1.0,0.28,37.0,26.5,23.9,17.1,6.6
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,38.0,2429.9,0.4,41.821,3.165,2.647,0.125,True,0.012,-34.0,-33.7,39.8,36.2,39.8,4.7,1.0,0.28,36.8,26.5,26.5,16.4,8.1
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,40.0,2429.7,0.2,41.821,3.168,2.65,0.125,True,0.008,-33.9,-33.7,42.0,39.2,42.0,4.6,1.0,0.28,36.8,29.8,28.0,6.5,7.7
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,42.0,2429.6,0.3,41.82,3.172,2.653,0.125,True,0.01,-34.0,-33.7,39.7,44.5,44.5,4.6,1.0,0.28,37.3,28.6,25.8,-0.1,6.8
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,44.0,2429.5,0.2,41.821,3.177,2.657,0.125,True,0.008,-34.2,-33.6,43.8,42.9,43.8,4.7,1.0,0.29,37.1,28.1,29.2,-0.6,5.1
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,46.0,2429.5,10.7,41.822,3.179,2.659,0.125,True,0.357,-34.2,-33.6,44.3,41.9,44.3,4.7,1.0,0.29,36.2,27.7,29.9,1.8,9.7
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,58.0,2919.7,0.2,50.121,2.911,2.918,0.125,True,0.008,-35.3,-33.2,16.4,32.9,32.9,8.0,1.0,0.27,31.9,14.4,16.4,0.8,12.4
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,60.0,2919.6,0.3,50.124,2.92,2.927,0.125,True,0.009,-34.1,-33.2,38.2,40.7,40.7,8.0,1.0,0.31,33.3,16.4,24.2,3.2,17.0
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,62.0,2919.5,0.3,50.124,2.923,2.93,0.125,True,0.01,-34.0,-33.2,32.6,37.7,37.7,8.0,1.0,0.31,33.7,16.4,24.5,5.8,16.0
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,64.0,2919.4,0.3,50.124,2.926,2.934,0.125,True,0.009,-34.0,-33.1,35.1,37.1,37.1,8.1,1.0,0.33,33.7,18.0,23.3,7.2,14.8
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,66.0,2919.3,0.4,50.124,2.93,2.937,0.125,True,0.013,-34.2,-33.2,34.0,37.2,37.2,8.0,1.0,0.31,34.1,16.2,26.3,11.8,16.1
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,68.0,2919.2,0.4,50.124,2.935,2.943,0.125,True,0.012,-34.2,-33.2,35.4,39.2,39.2,8.0,1.0,0.3,33.9,17.0,27.6,9.2,14.2
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,70.0,2919.1,0.3,50.124,2.938,2.945,0.125,True,0.008,-34.1,-33.2,36.1,37.5,37.5,8.0,1.0,0.29,33.4,16.1,22.9,7.1,10.8
broken_bar_H_speed_circulation_40Nm_3000rpm_250706124054.csv,speed,40,3000,72.0,2919.0,0.3,50.123,2.94,2.947,0.125,True,0.011,-34.1,-33.1,35.3,37.3,37.3,8.1,1.0,0.3,33.2,15.7,21.8,6.1,15.3
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,0.0,1003.3,0.5,16.745,0.141,0.047,0.125,False,0.015,0.0,0.0,57.3,57.3,57.3,35.8,1.0,0.24,36.9,57.3,57.3,57.4,57.3
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,2.0,1003.1,2.3,16.746,0.167,0.056,0.125,False,0.078,0.0,0.0,57.1,57.1,57.1,35.8,1.0,0.24,34.0,57.1,57.1,59.3,58.8
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,12.0,989.1,0.1,16.743,1.538,0.515,0.125,True,0.004,-36.2,-39.0,16.0,11.9,16.0,-0.4,0.17,0.13,30.7,-0.5,-1.4,4.9,4.2
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,14.0,989.1,0.1,16.743,1.543,0.517,0.125,True,0.002,-37.5,-39.3,14.4,14.6,14.6,-1.7,0.67,0.13,30.0,3.2,-0.1,6.6,7.1
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,16.0,989.1,1.8,16.742,1.541,0.516,0.125,True,0.062,-33.6,-35.8,14.0,17.2,17.2,2.2,0.5,0.12,31.2,1.2,-2.5,3.1,5.4
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,18.0,989.1,1.9,16.744,1.55,0.519,0.125,True,0.063,-37.1,-42.3,12.5,8.6,12.5,-1.3,0.67,0.12,30.5,-0.9,3.7,-1.1,2.9
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,20.0,989.0,1.9,16.742,1.547,0.518,0.125,True,0.064,-31.9,-33.2,17.0,19.0,19.0,3.9,0.67,0.12,31.7,3.9,2.8,5.8,10.4
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,22.0,989.0,0.1,16.743,1.55,0.519,0.125,True,0.002,-38.3,-43.7,10.8,3.6,10.8,-2.5,0.5,0.12,31.8,1.7,2.2,6.4,7.8
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,24.0,989.0,0.0,16.743,1.55,0.519,0.125,True,0.0,-36.5,-39.5,13.3,8.2,13.3,-0.6,0.33,0.12,31.1,1.2,4.8,6.7,6.4
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,26.0,989.0,0.0,16.743,1.551,0.519,0.125,True,0.0,-36.3,-38.3,13.0,11.7,13.0,-0.5,0.5,0.12,30.8,1.8,4.9,4.2,5.9
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,28.0,989.0,0.2,16.742,1.542,0.516,0.125,True,0.006,-34.0,-37.1,22.0,12.0,22.0,1.8,0.17,0.12,30.8,2.6,5.4,4.6,10.0
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,34.0,992.8,1.9,16.741,1.161,0.389,0.125,True,0.064,-4.9,-7.3,50.0,53.3,53.3,31.0,0.17,0.13,33.3,3.8,8.4,13.4,1.3
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,36.0,992.9,0.2,16.743,1.168,0.391,0.125,True,0.006,-5.1,-7.0,57.6,49.2,57.6,30.7,0.17,0.12,31.4,4.2,4.9,6.9,8.2
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,38.0,993.0,0.1,16.743,1.157,0.387,0.125,True,0.005,-5.1,-7.0,53.5,50.6,53.5,30.7,0.33,0.12,31.6,11.7,-2.4,8.0,4.1
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,40.0,993.0,0.0,16.744,1.159,0.388,0.125,True,0.0,-5.1,-6.9,53.8,48.3,53.8,30.7,0.33,0.13,32.1,10.7,4.7,4.6,3.2
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,42.0,993.0,0.2,16.745,1.171,0.392,0.125,True,0.005,-5.4,-6.7,46.2,45.0,46.2,30.5,0.17,0.12,31.4,13.8,5.3,5.4,2.1
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,44.0,992.9,0.1,16.742,1.157,0.388,0.125,True,0.004,-4.9,-7.2,50.6,47.6,50.6,30.9,0.0,0.12,32.5,5.1,6.0,9.9,10.9
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,46.0,992.8,0.0,16.741,1.154,0.386,0.125,True,0.001,-4.8,-7.3,60.8,50.8,60.8,31.1,0.33,0.13,31.9,9.5,2.0,0.2,13.2
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,48.0,992.8,0.0,16.741,1.159,0.388,0.125,True,0.002,-4.9,-7.2,53.9,52.1,53.9,31.0,0.33,0.13,30.5,11.2,6.7,7.7,4.9
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,50.0,992.9,0.0,16.743,1.165,0.39,0.125,True,0.001,-5.0,-7.0,48.3,50.0,50.0,30.8,0.33,0.13,30.3,-2.0,11.0,10.2,-1.0
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,52.0,992.8,0.1,16.743,1.17,0.392,0.125,True,0.004,-5.1,-7.0,49.9,45.8,49.9,30.7,0.5,0.13,32.0,6.7,4.0,2.7,3.9
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,54.0,992.8,2.0,16.744,1.185,0.397,0.125,True,0.065,-5.3,-6.8,52.2,47.5,52.2,30.6,0.5,0.13,31.9,3.8,6.7,-0.7,7.3
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,58.0,990.9,1.9,16.745,1.375,0.46,0.125,True,0.065,-5.3,-6.7,44.8,47.5,47.5,30.5,0.17,0.12,31.0,7.7,9.2,5.7,4.0
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,60.0,989.0,1.9,16.742,1.548,0.518,0.125,True,0.065,-33.8,-36.2,16.1,16.6,16.6,2.0,0.5,0.13,32.5,0.2,-4.7,1.7,4.2
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,62.0,988.9,0.1,16.742,1.553,0.52,0.125,True,0.004,-35.9,-38.3,16.0,14.4,16.0,-0.1,0.33,0.12,32.8,1.1,0.3,5.1,-1.3
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,64.0,988.9,0.0,16.741,1.549,0.519,0.125,True,0.001,-33.2,-35.7,17.8,17.5,17.8,2.6,0.5,0.12,32.6,3.6,2.2,1.2,-4.8
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,66.0,988.9,1.8,16.743,1.563,0.523,0.125,True,0.061,-37.0,-38.4,17.0,10.2,17.0,-1.2,0.17,0.12,32.4,5.5,1.3,-0.2,-1.5
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,68.0,988.9,0.0,16.744,1.568,0.525,0.125,True,0.0,-37.2,-38.7,13.3,15.6,15.6,-1.4,0.5,0.12,31.1,7.7,1.2,3.9,2.5
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,70.0,988.9,0.9,16.743,1.563,0.524,0.125,True,0.03,-37.5,-39.7,10.6,11.2,11.2,-1.7,0.5,0.12,31.5,5.6,-4.3,2.9,5.5
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,72.0,987.1,0.9,16.742,1.739,0.582,0.125,True,0.03,-35.3,-37.5,15.2,16.3,16.3,0.6,0.5,0.12,31.7,12.2,5.1,5.1,7.5
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,74.0,987.1,0.0,16.742,1.735,0.581,0.125,True,0.0,-36.2,-39.4,15.9,11.1,15.9,-0.4,0.5,0.12,31.3,2.6,3.0,2.8,2.0
broken_bar_H_torque_circulation_20Nm_1000rpm_250706121652.csv,torque,20,1000,76.0,988.9,2.9,16.741,1.546,0.518,0.125,True,0.098,-32.6,-34.8,19.0,21.2,21.2,3.2,0.33,0.12,30.9,1.1,1.1,5.5,0.0
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,10.0,1980.1,0.2,33.386,1.151,0.769,0.125,True,0.006,-39.1,-38.0,12.4,11.0,12.4,,1.0,0.23,30.8,12.3,11.9,9.1,1.6
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,14.0,1980.1,0.0,33.386,1.151,0.768,0.125,True,0.001,-39.3,-38.0,12.0,12.1,12.1,,1.0,0.23,34.9,15.2,10.2,1.7,7.7
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,22.0,1980.2,0.1,33.386,1.148,0.766,0.125,True,0.003,-39.1,-38.0,10.6,11.4,11.4,,0.83,0.24,31.7,17.4,9.6,6.1,14.5
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,24.0,1980.2,0.1,33.387,1.148,0.766,0.125,True,0.003,-38.6,-38.4,10.3,11.0,11.0,,1.0,0.24,35.5,11.9,7.0,12.3,10.5
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,26.0,1980.3,0.3,33.387,1.143,0.763,0.125,True,0.008,-38.4,-38.6,12.3,11.4,12.3,,0.83,0.23,34.7,9.1,11.2,14.5,-0.2
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,28.0,1980.4,0.4,33.385,1.135,0.758,0.125,True,0.012,-39.6,-38.5,10.9,12.7,12.7,,0.83,0.23,31.7,7.7,8.4,4.2,5.1
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,30.0,1980.5,0.8,33.384,1.123,0.75,0.125,True,0.027,-39.7,-40.3,13.0,12.2,13.0,,0.83,0.23,31.8,4.3,7.8,5.1,6.2
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,32.0,1980.9,0.7,33.384,1.105,0.738,0.125,True,0.023,-40.2,-40.3,11.0,10.4,11.0,,1.0,0.23,35.8,6.8,5.3,4.9,5.7
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,34.0,1981.1,0.6,33.386,1.099,0.734,0.125,True,0.018,-40.2,-40.7,11.3,9.0,11.3,,1.0,0.22,36.7,16.0,10.4,-0.3,12.2
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,36.0,1981.2,0.2,33.386,1.095,0.731,0.125,True,0.008,-40.5,-39.6,11.8,11.3,11.8,,1.0,0.21,33.9,12.7,10.6,5.7,10.2
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,38.0,1981.3,0.2,33.386,1.09,0.728,0.125,True,0.007,-39.2,-41.1,13.3,12.0,13.3,,1.0,0.22,33.7,7.6,11.5,14.9,8.9
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,40.0,1981.4,0.3,33.386,1.087,0.726,0.125,True,0.01,-40.2,-40.9,10.2,10.3,10.3,,1.0,0.22,36.2,11.2,10.6,9.5,8.3
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,42.0,1981.5,0.3,33.386,1.083,0.723,0.125,True,0.01,-40.4,-39.3,10.3,11.5,11.5,,1.0,0.22,35.4,12.4,8.8,7.1,11.1
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,44.0,1981.5,0.1,33.386,1.079,0.72,0.125,True,0.003,-38.6,-40.7,11.7,11.1,11.7,,1.0,0.22,34.2,9.8,12.2,7.3,9.9
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,46.0,1981.6,0.0,33.386,1.074,0.717,0.125,True,0.001,-39.5,-40.7,12.4,11.2,12.4,,1.0,0.21,36.4,11.0,13.7,11.4,4.6
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,48.0,1981.7,0.3,33.386,1.071,0.715,0.125,True,0.01,-40.5,-39.7,9.5,10.5,10.5,,1.0,0.22,33.6,15.6,14.0,8.8,0.8
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,50.0,1981.8,0.5,33.386,1.068,0.713,0.125,True,0.015,-38.8,-41.1,12.8,12.1,12.8,,1.0,0.22,33.3,12.7,15.1,12.0,7.1
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,52.0,1981.8,0.1,33.386,1.068,0.713,0.125,True,0.003,-40.2,-40.3,9.2,9.9,9.9,,1.0,0.23,35.9,8.4,9.4,3.5,8.8
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,54.0,1981.7,0.5,33.388,1.076,0.719,0.125,True,0.015,-39.6,-39.8,12.4,11.4,12.4,,1.0,0.23,34.4,2.1,3.4,2.8,9.2
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,60.0,1974.3,0.2,33.386,1.44,0.962,0.125,True,0.006,-38.8,-38.2,15.5,16.2,16.2,,1.0,0.23,33.2,18.5,17.2,13.6,10.8
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,62.0,1974.3,0.2,33.386,1.438,0.96,0.125,True,0.007,-38.9,-37.9,14.9,16.3,16.3,,1.0,0.24,33.6,16.9,14.8,13.1,3.5
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,64.0,1974.4,0.3,33.386,1.434,0.958,0.125,True,0.009,-38.7,-38.1,16.4,15.9,16.4,,1.0,0.24,32.0,20.5,16.7,11.2,10.1
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,66.0,1974.6,0.2,33.386,1.427,0.953,0.125,True,0.008,-38.3,-38.5,16.0,15.8,16.0,,1.0,0.24,33.8,22.4,16.2,7.9,11.5
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,68.0,1974.7,0.3,33.386,1.422,0.949,0.125,True,0.009,-38.2,-38.5,16.8,17.0,17.0,,1.0,0.23,33.3,17.9,16.1,13.0,11.3
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,70.0,1974.7,0.4,33.386,1.418,0.947,0.125,True,0.014,-38.5,-38.1,17.4,17.5,17.5,,1.0,0.23,33.0,16.4,15.4,11.8,9.4
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,72.0,1974.9,0.3,33.385,1.409,0.941,0.125,True,0.01,-38.6,-38.2,15.6,16.3,16.3,,1.0,0.24,32.2,14.8,11.5,12.2,10.9
broken_bar_H_torque_circulation_20Nm_2000rpm_250706121930.csv,torque,20,2000,74.0,1975.0,0.1,33.385,1.405,0.938,0.125,True,0.005,-38.5,-38.5,15.6,14.9,15.6,,1.0,0.24,33.2,16.4,16.8,6.2,15.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,0.0,3005.3,0.7,50.127,0.075,0.076,0.125,False,0.024,0.0,0.0,74.3,74.3,74.3,,1.0,0.37,41.0,74.3,76.1,74.3,76.1
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,10.0,2971.3,0.3,50.125,1.203,1.206,0.125,True,0.011,-37.3,-36.7,25.1,25.7,25.7,,1.0,0.29,39.2,13.7,17.4,11.9,12.0
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,12.0,2971.4,0.5,50.125,1.2,1.203,0.125,True,0.017,-37.3,-36.5,33.9,39.1,39.1,,1.0,0.37,38.4,18.2,24.5,17.5,15.4
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,14.0,2971.4,0.0,50.125,1.199,1.202,0.125,True,0.001,-37.2,-36.6,33.2,37.7,37.7,,1.0,0.3,37.5,18.9,21.2,16.1,12.9
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,16.0,2971.6,0.4,50.125,1.196,1.199,0.125,True,0.014,-37.2,-36.6,36.0,36.5,36.5,,1.0,0.35,37.4,23.7,18.8,11.4,10.7
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,18.0,2971.7,0.3,50.125,1.19,1.193,0.125,True,0.01,-37.2,-36.4,27.8,33.9,33.9,,1.0,0.35,38.2,23.9,19.9,10.2,9.7
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,20.0,2971.8,0.4,50.125,1.187,1.19,0.125,True,0.014,-37.1,-36.2,27.6,30.0,30.0,,1.0,0.3,38.1,17.2,20.6,10.6,10.6
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,22.0,2971.9,0.4,50.125,1.183,1.186,0.125,True,0.012,-37.2,-36.2,31.4,35.4,35.4,,1.0,0.31,38.5,18.3,22.9,11.1,13.1
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,24.0,2971.9,0.7,50.125,1.182,1.185,0.125,True,0.024,-37.3,-36.3,32.7,36.6,36.6,,1.0,0.28,38.2,20.1,21.7,12.1,17.8
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,26.0,2972.5,0.7,50.125,1.165,1.168,0.125,True,0.022,-37.3,-36.4,30.7,32.5,32.5,,1.0,0.37,37.9,21.8,20.9,9.1,15.4
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,28.0,2972.6,0.9,50.123,1.156,1.159,0.125,True,0.03,-37.9,-37.0,22.8,29.7,29.7,,1.0,0.34,37.7,18.3,19.4,8.5,10.1
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,30.0,2973.1,1.1,50.123,1.139,1.142,0.125,True,0.035,-38.7,-37.9,18.7,21.1,21.1,,1.0,0.33,37.8,14.0,11.2,4.4,9.9
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,32.0,2973.4,1.0,50.123,1.129,1.131,0.125,True,0.034,-39.0,-38.1,18.5,22.2,22.2,,1.0,0.32,37.8,11.0,11.1,6.8,5.7
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,34.0,2973.6,0.5,50.124,1.125,1.128,0.125,True,0.017,-38.6,-38.2,21.5,20.2,21.5,,0.5,0.27,37.4,3.3,4.9,3.7,-0.3
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,36.0,2973.9,0.3,50.125,1.118,1.121,0.125,True,0.01,-38.4,-37.9,23.7,30.5,30.5,,0.67,0.29,37.5,18.3,13.1,4.7,4.1
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,38.0,2973.9,0.3,50.125,1.116,1.119,0.125,True,0.01,-38.4,-37.9,23.0,27.0,27.0,,0.67,0.27,36.6,17.6,14.7,4.1,8.3
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,40.0,2973.9,0.3,50.125,1.116,1.118,0.125,True,0.012,-38.4,-37.8,20.7,28.0,28.0,,0.67,0.31,37.2,17.9,17.3,1.1,4.5
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,42.0,2974.2,0.4,50.125,1.108,1.111,0.125,True,0.014,-38.3,-37.8,23.8,28.8,28.8,,0.67,0.33,37.8,14.5,19.3,5.9,5.0
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,44.0,2974.3,0.4,50.125,1.104,1.107,0.125,True,0.013,-38.3,-37.9,24.0,30.3,30.3,,0.67,0.38,38.1,15.4,15.2,-0.8,5.1
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,46.0,2974.4,0.2,50.125,1.102,1.104,0.125,True,0.006,-38.4,-38.0,23.0,30.6,30.6,,0.67,0.36,38.5,17.9,13.8,1.9,-0.4
broken_bar_H_torque_circulation_20Nm_3000rpm_250706122143.csv,torque,20,3000,48.0,2974.5,0.2,50.125,1.098,1.101,0.125,True,0.007,-38.7,-38.0,21.7,27.3,27.3,,1.0,0.34,37.3,17.7,19.6,2.9,1.1
